subject,unit_id,firing_rate_diff
D12_6,20,1.7541666666666667
D12_6,24,2.7416666666666667
D12_6,25,0.10833333333333334
D12_6,26,0.43333333333333335
D12_6,27,0.14583333333333326
D12_6,28,0.27083333333333337
D12_6,35,0.5916666666666667
D13_4,14,-0.125
D13_4,20,-0.10000000000000003
D13_4,24,
D13_4,28,-0.24583333333333332
D13_4,29,-0.6541666666666668
D13_8,28,0.1791666666666667
D13_8,32,0.2875
D13_8,46,0.22916666666666669
D14_6,1,-0.4375
D14_6,17,-0.49583333333333335
D14_6,64,-0.05833333333333332
