peak_to_valley,peak_trough_ratio,half_width,repolarization_slope,recovery_slope,lapse,shank_unit_id,firing_rate,signal_noise_ratio,waveform_cosine_similarity
0.6033333333333333,0.17478666,0.21666666666666665,104.81195793339623,2.8440460114290103,18,3-3,15.096560152047816,3.3077613997357678,0.9862546324729919
0.63,0.23494497,0.24666666666666667,99.88079159348064,5.172071686644242,2,3-4,22.222416048650484,3.7159390540598203,1.0
0.6133333333333334,0.24174362,0.25,113.3883374098263,7.157342697053133,6,3-4,43.9965701186378,3.384222417527273,0.994381308555603
0.6333333333333333,0.20868857,0.24666666666666667,102.73445243583433,4.648096676982947,10,3-4,24.639438969013565,3.5736289279384397,0.9988358616828918
0.5966666666666667,0.24925098,0.24333333333333332,128.67275974103393,7.6961327175215875,14,3-4,8.90159965740258,5.073340608180825,0.9895622134208679
0.63,0.29227823,0.25666666666666665,100.52633082971693,10.108552786497384,18,3-4,16.20905230279764,4.40938142189081,0.9908119440078735
0.6266666666666666,0.22442219,0.23666666666666666,103.74682501949852,4.987874640527102,2,3-5,9.014965943461991,3.7016744926172658,0.9999999403953552
0.6066666666666667,0.25084367,0.25,119.20142111130328,8.932956556729502,6,3-5,28.874936635555716,3.5603050144291406,0.9862520098686218
0.6366666666666667,0.22958405,0.25333333333333335,99.10693923011908,6.3353608810761814,10,3-5,15.387774358272365,3.803589839997317,0.9916897416114807
0.6266666666666666,0.19024628,0.23666666666666666,103.89782053815733,3.5728576628168667,14,3-5,16.072168648326727,3.758705827461793,0.9978814125061035
0.6233333333333334,0.22537622,0.23333333333333334,114.26560056303718,5.990320319670126,18,3-5,30.715616617593867,3.4199581888379105,0.9991653561592102
0.62,0.22531617,0.23333333333333334,110.12043324142611,5.117082545753838,2,3-6,14.57994492020808,3.7059631956009684,1.0
0.6,0.26118362,0.25,117.83614220550163,9.591167543555965,6,3-6,35.2107560652853,3.603809126366542,0.9861565828323364
0.6333333333333333,0.25007305,0.25333333333333335,103.1271224893365,7.58700480818116,10,3-6,17.74610716753174,4.109438466370765,0.9883719682693481
0.64,0.21778537,0.24666666666666667,97.9739852304791,4.55462331061568,14,3-6,7.688307705640981,4.23312265755739,0.9921613931655884
0.6166666666666666,0.22114876,0.23666666666666666,113.04614028335642,5.77568776510746,18,3-6,34.80725441548274,3.4453187198818807,0.999293327331543
