peak_to_valley,peak_trough_ratio,half_width,repolarization_slope,recovery_slope,lapse,shank_unit_id,firing_rate,signal_noise_ratio,waveform_cosine_similarity
0.63,0.34108064,0.2833333333333333,115.64840064983194,14.018372410092347,2,4-1,11.994122688216809,5.147816839903504,1.0
0.61,0.383041,0.29333333333333333,167.07042114332674,23.73962737256463,6,4-1,20.797402367749996,5.897573496685616,0.9981628060340881
0.7333333333333334,0.31502926,0.29666666666666663,126.01000089777277,17.12151762509218,10,4-1,21.367773029383773,6.335706737275171,0.9916831254959106
0.8633333333333334,0.27806288,0.27999999999999997,94.19707354491125,13.54803978474056,14,4-1,10.083299722334258,6.376494155429541,0.9815657734870911
0.6833333333333333,0.270374,0.25999999999999995,160.09918100332027,14.41521235942687,18,4-1,12.832711950718327,7.131920970617063,0.9923081994056702
0.6333333333333333,0.2432523,0.26333333333333336,190.60794172357956,11.008281716089586,2,4-2,12.880786103784287,7.2468228792774125,1.0000001192092896
0.6333333333333333,0.22859582,0.24666666666666667,260.8863911414477,14.145317357041513,6,4-2,8.093295339807987,7.261167632710299,0.9921682476997375
0.8233333333333334,0.23841256,0.26333333333333336,187.67754073201453,17.127006052684948,10,4-2,15.543329879260028,8.051974315129648,0.9908130764961243
0.9166666666666666,0.21441105,0.27999999999999997,135.62523510643658,13.837418908180316,14,4-2,16.991054474262864,10.17420697967068,0.9454233050346375
0.7266666666666667,0.25219932,0.25333333333333335,161.67497520222238,18.475130308312103,18,4-2,18.23490646168352,9.298010655717215,0.9878275394439697
0.6366666666666667,0.5077734,0.3,167.93104622870516,36.942110369195426,2,4-15,3.840819250329415,6.170056305007354,0.9999999403953552
0.6166666666666666,0.53903615,0.29666666666666663,207.9405074177919,52.25187496344731,6,4-15,12.1807761513564,6.544172912064754,0.9942952990531921
0.8133333333333334,0.33123088,0.2866666666666667,183.41575588489263,29.30581685029346,10,4-15,1.6249996388889691,8.51234810426294,0.9596601128578186
0.7533333333333333,0.29657108,0.27999999999999997,160.6313619693925,20.084585486279142,14,4-15,0.31333228889237036,9.714152286732297,0.954846203327179
0.7966666666666666,0.3438594,0.29,140.61756251359995,27.229712773648277,18,4-15,7.3405179014174315,8.236334850589746,0.9532185792922974
0.6266666666666666,0.35344464,0.2733333333333333,286.54802083198155,35.75207711593585,2,4-20,31.58738417959134,8.314848461037782,0.9999998807907104
0.5966666666666667,0.41415447,0.26666666666666666,328.3437892096819,51.62114006038797,6,4-20,24.91404970904442,7.507111571230199,0.9932895302772522
0.8166666666666668,0.2819072,0.27,268.19230608309056,35.64675891669186,10,4-20,21.477217449507236,9.87102815682351,0.9805941581726074
0.86,0.34586123,0.2833333333333333,167.124042649725,42.11847493472985,14,4-20,8.698859892689246,10.391364733932251,0.9198086261749268
0.7133333333333333,0.36231276,0.27,126.2301246745747,19.863429097570755,18,4-20,0.616665410496386,3.853784894906316,0.9754543900489807
0.83,0.23875451,0.2866666666666667,141.8252964512449,16.509090587519196,2,4-22,3.2008215969874776,5.63607631347924,0.9999999403953552
0.5833333333333334,0.33251974,0.26333333333333336,273.7497512232698,32.3144836401921,6,4-22,8.768292171072863,6.3482614985652575,0.9346244931221008
0.7633333333333333,0.35203692,0.27999999999999997,212.98154325341505,42.213821368287746,10,4-22,14.453885676914295,7.234918556786396,0.8987509608268738
0.8633333333333334,0.34112585,0.30333333333333334,170.84746268993646,38.19396386389135,14,4-22,15.648836726099802,10.310473036722806,0.889764666557312
0.63,0.18585287,0.24000000000000002,103.69328487156464,2.8043326014750534,2,1-1,2.0599845501158742,4.086216581199414,1.0
0.63,0.20238934,0.25666666666666665,94.95168720107009,3.023107553790938,6,1-1,0.7383317131054074,4.928928579293249,0.9875791072845459
0.5933333333333333,0.19761686,0.23666666666666666,119.48495497376692,5.1999128237071055,10,1-1,0.8049998211111509,5.359949302913521,0.9939836263656616
0.57,0.23951295,0.21666666666666665,137.2886589602341,8.696486785920708,14,1-1,0.6666644444518518,6.332057059826996,0.9637744426727295
0.5666666666666667,0.2259228,0.20666666666666667,140.33305184456043,8.30210393015831,18,1-1,1.1372199056631551,6.354840102893956,0.950256884098053
0.63,0.17275047,0.24000000000000002,83.32537351236711,2.2719604454339324,6,1-2,20.16328908611562,3.7198540668032636,0.9999998807907104
0.6133333333333334,0.1829925,0.23333333333333334,87.16137359429501,2.991825959392934,10,1-2,17.914440463457677,3.8921441784642767,0.9966537356376648
0.5900000000000001,0.19844984,0.22,99.67498625875642,4.336246056806376,14,1-2,8.192750468609548,4.796902994765829,0.981652021408081
0.6033333333333333,0.18191305,0.21666666666666665,99.628431411626,3.3570323950701524,18,1-2,5.041100842201988,4.886931359110351,0.9904077649116516
0.6266666666666666,0.18953906,0.24333333333333332,69.58724207986721,2.1767212604949875,2,1-4,41.40818150333449,3.0265414894602096,1.0
0.62,0.1693833,0.25,83.3322393197048,2.0963529548029367,6,1-4,4.9241558608801945,4.697514017752027,0.9930393695831299
0.6033333333333333,0.19561155,0.23666666666666666,90.51466469515135,4.493177745037744,10,1-4,3.384999247777945,4.938069900580614,0.9937768578529358
0.6066666666666667,0.21173948,0.23333333333333334,89.20388813396606,4.7491097551897425,14,1-4,2.718324272252426,4.925069531574657,0.9916445016860962
0.5566666666666666,0.2954681,0.23666666666666666,104.73404860291376,8.374347393624634,18,1-4,9.721646863311944,5.689249967662383,0.9646046757698059
0.6133333333333334,0.20163734,0.23333333333333334,70.23026945261313,2.2446848617426887,2,1-5,26.927401266195357,3.260670791678672,1.0000001192092896
0.6066666666666667,0.16662687,0.24666666666666667,80.42961744288677,2.2663033545936924,6,1-5,10.975809247529707,4.462257922915855,0.9916979074478149
0.5766666666666667,0.20381613,0.22666666666666666,92.54040517219036,4.677347669887812,10,1-5,7.800553822099151,4.768256824455434,0.9845227599143982
0.5666666666666667,0.22406614,0.22333333333333333,94.28349704110433,5.604462243981104,14,1-5,3.8249872500424997,5.386770290188,0.9782568216323853
0.5766666666666667,0.18385054,0.21666666666666665,100.07926807836994,3.387803194706232,18,1-5,2.590550278508692,5.363130875540099,0.9849721789360046
0.61,0.16013433,0.25333333333333335,70.9993157347816,1.7837506612356124,6,1-6,9.494979163795724,4.359716149409051,1.0
0.6133333333333334,0.19014612,0.24000000000000002,80.3449925385629,4.366359692616542,10,1-6,5.643887634691637,4.725557943859809,0.9867539405822754
0.6066666666666667,0.19264838,0.22666666666666666,82.9063247694249,4.184621719441534,14,1-6,4.079430846341623,4.8602896388217385,0.9773436188697815
0.6066666666666667,0.16453055,0.21666666666666665,96.27046729082913,2.515266501236572,18,1-6,3.157215790856722,4.998810652447367,0.9755109548568726
0.6166666666666666,0.22664893,0.24000000000000002,79.61642184855728,3.166320930214505,2,2-1,24.4207437906061,3.2194612996659995,1.0000001192092896
0.61,0.32499087,0.27666666666666667,98.79727753542059,9.076809497746668,6,2-1,31.55659741746678,3.946355754262133,0.9710901379585266
0.6266666666666666,0.31423083,0.27666666666666667,87.18786293328182,9.020977377181362,10,2-1,22.00888399802578,4.766474855765922,0.9791566729545593
0.6466666666666667,0.27336466,0.2733333333333333,67.6569406336087,6.191079577913758,14,2-1,12.628846792732913,4.992160473399829,0.9807568788528442
0.5966666666666667,0.2641396,0.23333333333333334,109.6875379914279,6.683628248188206,18,2-1,20.468188918889293,4.426757827362328,0.9900747537612915
0.6266666666666666,0.26620167,0.25333333333333335,98.81304525371105,6.083697269532489,2,2-2,30.02572323901479,3.673967571322762,0.9999999403953552
0.62,0.28202808,0.27,140.12361816307407,10.008376320898128,6,2-2,31.759096973092756,4.686561398312729,0.9962607026100159
0.62,0.2898879,0.2733333333333333,114.858372131704,8.648227429014819,10,2-2,14.48333011481553,5.036677009392887,0.9940752387046814
0.6366666666666667,0.2587753,0.27999999999999997,93.09730484708989,5.515834835718552,14,2-2,7.210531520450487,5.652698913784925,0.9870272278785706
0.6033333333333333,0.2351289,0.24333333333333332,117.75108013220712,5.16818100139917,18,2-2,15.219892615202104,4.1869641499290475,0.9963363409042358
0.6266666666666666,0.2762825,0.25333333333333335,111.99880542836976,7.223311226424479,2,2-3,20.773257164723727,3.6649713775613297,1.0000001192092896
0.5766666666666667,0.33458036,0.27,161.38134922766952,15.033637510769891,6,2-3,59.29236988618831,4.951489209438504,0.9891712665557861
0.62,0.35508308,0.2866666666666667,120.89754931253152,14.863296370838349,10,2-3,24.50332788814936,5.040691278607004,0.9867656826972961
0.6633333333333333,0.31527066,0.30333333333333334,107.09060677534211,11.946701185515595,14,2-3,27.842684968827882,5.668913013367834,0.9783919453620911
0.62,0.313297,0.26666666666666666,124.79868397742248,11.551059186073372,18,2-3,21.899955388979762,5.697809032775094,0.9930202960968018
0.6066666666666667,0.3085717,0.27,97.85341275433312,8.653802614102698,2,2-4,28.018956524492733,4.665332824171705,1.0
0.5866666666666667,0.30900416,0.25999999999999995,145.7516771377743,12.781006180098899,6,2-4,42.03990774575801,5.4888158722920615,0.9968274235725403
0.5766666666666667,0.29767826,0.25666666666666665,132.1231858836791,10.325310433344171,10,2-4,34.13777019160663,6.016281022111948,0.9944146871566772
0.6,0.2564157,0.25999999999999995,109.88892106121895,6.2862481557789955,14,2-4,19.79271180207177,6.072464606697588,0.9969185590744019
0.5833333333333334,0.23311771,0.22666666666666666,99.61843546761382,4.7640980168670835,18,2-4,10.97442208914019,4.866281671194179,0.9840472936630249
1.2833333333333334,0.32710314,0.25666666666666665,56.57689414895173,25.108312533068286,2,2-5,21.31400681161558,4.924643097637544,1.0
0.5633333333333334,0.24517637,0.22666666666666666,170.7215036876588,9.839664769100917,6,2-5,4.593323253540638,5.153075138831139,0.8176893591880798
0.6,0.32481936,0.25333333333333335,158.6095518157409,14.686172479932763,10,2-5,2.6094438645680302,7.317849570462429,0.8601864576339722
0.6533333333333333,0.29347065,0.27,119.5270137643333,11.613606944597338,14,2-5,1.6744388629815679,7.861171808137094,0.921043336391449
0.63,0.2593963,0.24333333333333332,103.3634465424696,7.881665247538211,18,2-5,0.42444357983715214,5.928291703390065,0.9072161316871643
0.9166666666666666,0.15833393,0.24333333333333332,61.64813223104701,2.6035290278529657,2,2-8,7.924970941773213,2.8905142282256473,1.0
0.6066666666666667,0.23759185,0.26333333333333336,100.15388953907303,6.260204609010087,6,2-8,37.040752049460785,4.209892920801125,0.9803861975669861
0.6133333333333334,0.28991985,0.26333333333333336,95.62107710667657,8.314221036919863,10,2-8,18.904995798889825,5.03596013875008,0.9679532647132874
0.6733333333333333,0.25290942,0.27,65.41130935369361,5.697521612776137,14,2-8,15.504392763135233,5.164320862634159,0.9712780117988586
0.6166666666666666,0.25904873,0.24000000000000002,81.83272333221379,5.21718797674973,18,2-8,10.254979110227739,4.488190845065412,0.9794424772262573
0.63,0.21257885,0.24666666666666667,104.43437341060998,4.179888991870751,2,3-1,68.40532029343113,2.955551947867398,1.0
0.6233333333333334,0.27511743,0.25666666666666665,123.70940985461725,9.050255548480061,6,3-1,39.052414301646394,3.9091769004586867,0.9919718503952026
0.6366666666666667,0.21656637,0.25,109.01808396693865,4.405012066145799,10,3-1,34.442770123828865,3.4596002085347557,0.9980276823043823
0.6266666666666666,0.20883322,0.24333333333333332,110.93086340058713,4.225348509152014,14,3-1,14.759950800163999,4.058365125824509,0.9992063045501709
0.6466666666666667,0.25292864,0.25,102.77395999727295,6.105396833003136,18,3-1,4.391657720697236,4.591677578822745,0.9933601021766663
0.6233333333333334,0.20522757,0.23666666666666666,82.21889590981179,3.154278264239252,2,3-2,33.81237226437145,2.94929408122576,1.0000001192092896
0.5900000000000001,0.2696781,0.24000000000000002,112.87889191053216,8.807778215841944,6,3-2,35.20742273926677,3.919037105699456,0.978873074054718
0.5933333333333333,0.24676913,0.23666666666666666,124.58198997780268,8.807419027438774,10,3-2,19.866662251852834,5.161733554201866,0.9736173748970032
0.6,0.22909081,0.24000000000000002,99.20178852625354,5.644320725864823,14,3-2,14.39661867793774,4.5997513378226165,0.9906022548675537
0.6233333333333334,0.22603402,0.23666666666666666,99.17049144004682,5.349563734745336,18,3-2,7.641627467947988,4.512855691045234,0.9938369393348694
0.6,0.19711229,0.24000000000000002,97.99825049909455,4.300293832098159,6,3-3,13.188304392332029,3.6912930775425563,0.9999999403953552
0.6133333333333334,0.18495531,0.23666666666666666,92.01301632542543,3.1669672852778668,10,3-3,7.939998235555948,3.5994933588803812,0.9949193596839905
0.6066666666666667,0.18629284,0.23,90.12180325185109,3.132030743504196,14,3-3,4.129430679675512,3.962196727710509,0.9958280324935913
